Run,Assay Type,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,BioProject,AvgSpotLen,Bases,Bytes,Library Name,Host,Collection_Date,BioSampleModel,isolate,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Isolation_source,strain,collected_by,lat_lon,host_disease,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),sample_name,sample_type,AssemblyName,INSDC_center_name,REA,Description,external_id,Submitter_Id,passage_history,samp_size,identified_by,lab_host,common_name
ERR125627,OTHER,SAMEA1523662,"INSTITUTE OF BIODIVERSITY, ANIMAL HEALTH & COMPARA",public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX101793,Illumina Genome Analyzer IIx,PAIRED,unspecified,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2012-10-01T00:00:00Z,SAMEA1523662,ERP001418,PRJEB3011,140,542279780,431058412,RK31,,,,,,,,,,,,,2012-10-01,2018-11-16,ERS138001,,,"Institute of Biodiversity, Animal Health & Comparative Medicine",,M. bovis was isolated and confirmed from suspect bovine granulomatous tissue using standard protocols. Confirmed cultures were grown to single colonies on LJ slopes and single colonies were amplified for DNA extraction using the standard CTAB and solve...,,,,,,,
ERR125628,OTHER,SAMEA1523643,"INSTITUTE OF BIODIVERSITY, ANIMAL HEALTH & COMPARA",public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX101794,Illumina Genome Analyzer IIx,PAIRED,unspecified,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2012-10-01T00:00:00Z,SAMEA1523643,ERP001418,PRJEB3011,140,365782340,290120553,RK32,,,,,,,,,,,,,2012-10-01,2018-11-16,ERS138002,,,"Institute of Biodiversity, Animal Health & Comparative Medicine",,M. bovis was isolated and confirmed from suspect bovine granulomatous tissue using standard protocols. Confirmed cultures were grown to single colonies on LJ slopes and single colonies were amplified for DNA extraction using the standard CTAB and solve...,,,,,,,
ERR2299751,RNA-Seq,SAMEA104588879,SCHOOL OF VETERINARY MEDICINE,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2351088,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-02-13T00:00:00Z,SAMEA104588879,ERP105223,PRJEB23469,50,533115450,394433773,unspecified,,1997,,AF2122/97,,,,This strain is a fully virulent strain that was isolated in 1997 in the UK from a cow suffering necrotic lesions in lung and bronchomediastinal lymph nodes.,,,,,2018-02-12,2018-11-16,ERS2200161,,,School of Veterinary Medicine,,Mycobacterium bovis AF2122/97 grown exponentially (OD 0.6-0.8) in Sauton's minimal media plus 10mM pyruvate and 0.025% tyloxapol,,,,,,,
ERR2299753,RNA-Seq,SAMEA104588881,SCHOOL OF VETERINARY MEDICINE,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2351090,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-02-13T00:00:00Z,SAMEA104588881,ERP105223,PRJEB23469,50,495834700,367302520,unspecified,,1997,,AF2122/97,,,,This strain is a fully virulent strain that was isolated in 1997 in the UK from a cow suffering necrotic lesions in lung and bronchomediastinal lymph nodes.,,,,,2018-02-12,2018-11-16,ERS2200163,,,School of Veterinary Medicine,,Mycobacterium bovis AF2122/97 grown exponentially (OD 0.6-0.8) in Sauton's minimal media plus 10mM pyruvate and 0.025% tyloxapol,,,,,,,
SRR6705904,WGS,SAMN03288261,UNIVERSITY OF SAO PAULO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3680013,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-02-11T00:00:00Z,MbovSP38,SRP132657,PRJNA273066,192,2858321177,1988032083,SP38,Bovine,2010,Pathogen.cl,,Brazil,South America,Brazil: Sao Paulo,slaughterhouse,SP38,Dr Jose Soares Ferreira Neto,19 S 44 W,Tuberculosis,,,,,,,,,,,1st passage,,,,
SRR7131025,WGS,SAMN09090520,SAN RAFFAELE,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4052236,Illumina MiniSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-05-08T00:00:00Z,MGIT234,SRP135980,PRJNA438921,285,209479474,83833021,MGIT234_WGS,Homo sapiens,2016/2017,Pathogen.cl,Primary culture,Italy,Europe,Italy,Not applicable,,missing,Not collected,Tuberculosis,,,,,,,,,,,,,,,
SRR7131117,WGS,SAMN09090422,SAN RAFFAELE,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4052144,Illumina MiniSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-05-08T00:00:00Z,MGIT125,SRP135980,PRJNA438921,295,249476332,89723943,MGIT125_WGS,Homo sapiens,2016/2017,Pathogen.cl,Primary culture,Italy,Europe,Italy,Not applicable,,missing,Not collected,Tuberculosis,,,,,,,,,,,,,,,
SRR5430090,WGS,SAMN06628114,INSTITUT PASTEUR DE MONTEVIDEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2720097,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-04-16T00:00:00Z,Tb74,SRP102621,PRJNA287158,148,330391540,172022269,Tb74_S4_L001,Bos taurus,2015,Pathogen.cl,,Uruguay,South America,Uruguay: Florida,Lymph nodes,MbURU-003,Carlos Robello,34.0948 S 56.2203 W,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR5430091,WGS,SAMN06627997,INSTITUT PASTEUR DE MONTEVIDEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2720098,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-04-16T00:00:00Z,Tb75,SRP102621,PRJNA287158,148,508028281,270673018,TB75_S5_L001,Bos taurus,2015,Pathogen.cl,,Uruguay,South America,Uruguay: Canelones,Lymph nodes,MbURU-004,Carlos Robello,34.5291 S 56.2873 W,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR5430098,WGS,SAMN06628113,INSTITUT PASTEUR DE MONTEVIDEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2720105,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-05-13T00:00:00Z,Tb79,SRP102621,PRJNA287158,148,247910718,108831290,TB79_S4_L001,Bos taurus,2014,Pathogen.cl,,Uruguay,South America,Uruguay: Florida,Lungs,MbURU-005,Carlos Robello,34.0948 S 56.2203 W,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR5430569,WGS,SAMN06628115,INSTITUT PASTEUR DE MONTEVIDEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2720579,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-05-13T00:00:00Z,Tb73,SRP102621,PRJNA287158,148,370896030,158953056,Tb73_S2_L001,Bos taurus,2008,Pathogen.cl,,Uruguay,South America,Uruguay: Rocha,"Lymph nodes\, lungs\, pleura",MbURU-002,Carlos Robello,34.481 S 54.3307 W,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR5430746,WGS,SAMN06628112,INSTITUT PASTEUR DE MONTEVIDEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2720754,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-05-13T00:00:00Z,Tb86,SRP102621,PRJNA287158,148,345926130,151650772,TB86_S5_L001,Bos taurus,2014,Pathogen.cl,,Uruguay,South America,Uruguay: Florida,Lymph nodes,MbURU-006,Carlos Robello,34.0948 S 56.2203 W,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR5430747,WGS,SAMN06628110,INSTITUT PASTEUR DE MONTEVIDEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2720755,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-05-13T00:00:00Z,Tb87,SRP102621,PRJNA287158,147,175897967,91900045,TB87_S2_L001,Bos taurus,2014,Pathogen.cl,,Uruguay,South America,Uruguay: Canelones,Lymph nodes,MbURU-007,Carlos Robello,34.5291 S 56.2873 W,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR5430748,WGS,SAMN06628109,INSTITUT PASTEUR DE MONTEVIDEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2720756,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-05-13T00:00:00Z,Tb89,SRP102621,PRJNA287158,145,577891772,248285271,TB89_S3_L001,Bos taurus,2015,Pathogen.cl,,Uruguay,South America,Uruguay: Colonia,Lymph nodes,MbURU-008,Carlos Robello,34.4607 S 57.8339 W,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR5430749,WGS,SAMN06627426,INSTITUT PASTEUR DE MONTEVIDEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2720757,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-05-13T00:00:00Z,Tb90,SRP102621,PRJNA287158,146,684440967,356833205,TB90_S3_L001,Bos taurus,2015,Pathogen.cl,,Uruguay,South America,Uruguay: Durazno,Lymph nodes,MbURU-009,Carlos Robello,33.3823 S 56.5276 W,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR5430750,WGS,SAMN06627533,INSTITUT PASTEUR DE MONTEVIDEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2720758,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-05-13T00:00:00Z,Tb103,SRP102621,PRJNA287158,148,268516403,137967370,Tb103_S1_L001,Bos taurus,2014,Pathogen.cl,,Uruguay,South America,Uruguay: Lavalleja,Lymph nodes,MbURU-010,Carlos Robello,34.3743 S 55.2371 W,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR5431711,WGS,SAMN06627448,INSTITUT PASTEUR DE MONTEVIDEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2721724,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-05-13T00:00:00Z,Tb96,SRP102621,PRJNA287158,148,371793808,177859617,Tb96_2015,Bos taurus,2015,Pathogen.cl,,Uruguay,South America,Uruguay: Canelones,Lymph nodes,MbURU-011,Carlos Robello,34.5291 S 56.2873 W,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR5431718,WGS,SAMN06627494,INSTITUT PASTEUR DE MONTEVIDEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2721731,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-05-13T00:00:00Z,Tb97,SRP102621,PRJNA287158,148,93587386,47375004,Tb97_2015,Bos taurus,2015,Pathogen.cl,,Uruguay,South America,Uruguay: Colonia,Lymph nodes,MbURU-012,Carlos Robello,34.4607 S 57.8339 W,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR5431719,WGS,SAMN06627497,INSTITUT PASTEUR DE MONTEVIDEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2721732,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-05-13T00:00:00Z,Tb98,SRP102621,PRJNA287158,147,344275909,160725957,Tb98_2015,Bos taurus,1998,Pathogen.cl,,Uruguay,South America,Uruguay: Rio Negro,Lymph nodes,MbURU-013,Carlos Robello,32.7002 S 57.6275 W,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR5431720,WGS,SAMN06627600,INSTITUT PASTEUR DE MONTEVIDEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2721733,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-05-13T00:00:00Z,Tb104,SRP102621,PRJNA287158,148,142218815,76118001,Tb104_2016,Bos taurus,2015,Pathogen.cl,,Uruguay,South America,Uruguay: Flores,Lymph nodes,MbURU-013,Carlos Robello,33.5169 S 56.8985 W,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR5431721,WGS,SAMN06627640,INSTITUT PASTEUR DE MONTEVIDEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2721734,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-05-13T00:00:00Z,Tb105,SRP102621,PRJNA287158,148,235694934,125828500,Tb105_2016,Bos taurus,2015,Pathogen.cl,,Uruguay,South America,Uruguay: Colonia,Lymph nodes,MbURU-015,Carlos Robello,34.4607 S 57.8339 W,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR5431730,WGS,SAMN06627641,INSTITUT PASTEUR DE MONTEVIDEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2721741,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-05-13T00:00:00Z,Tb107,SRP102621,PRJNA287158,148,427853865,211596781,Tb107_2015,Bos taurus,2015,Pathogen.cl,,Uruguay,South America,Uruguay: Flores,"Lungs\, pleura",MbURU-016,Carlos Robello,33.5169 S 56.8985 W,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR5431732,WGS,SAMN06627643,INSTITUT PASTEUR DE MONTEVIDEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2721742,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-05-13T00:00:00Z,Tb110,SRP102621,PRJNA287158,148,633923003,343551713,Tb110_2016,Bos taurus,2015,Pathogen.cl,,Uruguay,South America,Uruguay: Florida,Lymph nodes,MbURU-017,Carlos Robello,34.0948 S 56.2203 W,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR5431790,WGS,SAMN06627645,INSTITUT PASTEUR DE MONTEVIDEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2721800,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-05-13T00:00:00Z,Tb117,SRP102621,PRJNA287158,146,375861813,204427432,Tb117_2016,Bos taurus,2015,Pathogen.cl,,Uruguay,South America,Uruguay: Rocha,Lymph nodes,MbURU-018,Carlos Robello,34.481 S 54.3307 W,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR5431791,WGS,SAMN06627992,INSTITUT PASTEUR DE MONTEVIDEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2721801,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-05-13T00:00:00Z,Tb145,SRP102621,PRJNA287158,146,290695986,115918163,Tb145_2016,Bos taurus,2010,Pathogen.cl,,Uruguay,South America,Uruguay: Florida,Lymph nodes,MbURU-019,Carlos Robello,34.0948 S 56.2203 W,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR5431792,WGS,SAMN06627993,INSTITUT PASTEUR DE MONTEVIDEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2721802,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-05-13T00:00:00Z,Tb148,SRP102621,PRJNA287158,148,91929590,38172580,Tb148_2016,Bos taurus,2008,Pathogen.cl,,Uruguay,South America,Uruguay: Florida,Lymph nodes,MbURU-020,Carlos Robello,34.0948 S 56.2203 W,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR5431793,WGS,SAMN06627994,INSTITUT PASTEUR DE MONTEVIDEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2721803,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-05-13T00:00:00Z,Tb149,SRP102621,PRJNA287158,146,344444191,133820882,Tb149_2016,Bos taurus,2010,Pathogen.cl,,Uruguay,South America,Uruguay: Colonia,Lymph nodes,MbURU-021,Carlos Robello,34.4607 S 57.8339 W,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR5431794,WGS,SAMN06627994,INSTITUT PASTEUR DE MONTEVIDEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2721805,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-05-13T00:00:00Z,Tb149,SRP102621,PRJNA287158,148,219719388,86640027,Tb161_2016,Bos taurus,2010,Pathogen.cl,,Uruguay,South America,Uruguay: Colonia,Lymph nodes,MbURU-021,Carlos Robello,34.4607 S 57.8339 W,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR5431795,WGS,SAMN06627996,INSTITUT PASTEUR DE MONTEVIDEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2721806,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-05-13T00:00:00Z,Tb164,SRP102621,PRJNA287158,146,166184574,68686617,Tb164_2016,Bos taurus,2005,Pathogen.cl,,Uruguay,South America,Uruguay: Canelones,Lymph nodes,MbURU-023,Carlos Robello,34.5291 S 56.2873 W,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR6467884,WGS,SAMN08321046,OLANDR'S SHARED SUBMISSIONS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3557815,PacBio RS II,SINGLE,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,PACBIO_SMRT,2018-03-07T00:00:00Z,2011-0565,SRP129014,PRJNA428763,7067,1063463509,735209223,MBWGS124_Pb,Bos taurus,2011,Pathogen.cl,,Canada,North America,Canada:BC,tissue,2011/0565,not collected,not collected,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR6467885,WGS,SAMN08321046,OLANDR'S SHARED SUBMISSIONS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3557814,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-03-07T00:00:00Z,2011-0565,SRP129014,PRJNA428763,484,629847766,389363923,MBWGS124_Il,Bos taurus,2011,Pathogen.cl,,Canada,North America,Canada:BC,tissue,2011/0565,not collected,not collected,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR6467886,WGS,SAMN08321055,OLANDR'S SHARED SUBMISSIONS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3557813,PacBio RS II,SINGLE,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,PACBIO_SMRT,2018-03-07T00:00:00Z,BMR25-85,SRP129014,PRJNA428763,2511,1017058926,704793937,MBWGS133_Pb,Bison bison athabascae,1985,Pathogen.cl,,Canada,North America,Canada: Wood Buffalo National Park,tissue,BMR25/85,not collected,not collected,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR6467887,WGS,SAMN08321055,OLANDR'S SHARED SUBMISSIONS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3557812,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-03-07T00:00:00Z,BMR25-85,SRP129014,PRJNA428763,468,814398399,503622178,MBWGS133_Il,Bison bison athabascae,1985,Pathogen.cl,,Canada,North America,Canada: Wood Buffalo National Park,tissue,BMR25/85,not collected,not collected,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR6467888,WGS,SAMN08321034,OLANDR'S SHARED SUBMISSIONS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3557811,PacBio RS II,SINGLE,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,PACBIO_SMRT,2018-03-07T00:00:00Z,2002-0476,SRP129014,PRJNA428763,7459,1249703651,866348320,MBWGS070_Pb,Bos taurus,2002,Pathogen.cl,,Canada,North America,Canada:ON,tissue,2002/0476,not collected,not collected,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR6467889,WGS,SAMN08321034,OLANDR'S SHARED SUBMISSIONS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3557810,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-03-07T00:00:00Z,2002-0476,SRP129014,PRJNA428763,200,907126000,434030481,MBWGS070_Il,Bos taurus,2002,Pathogen.cl,,Canada,North America,Canada:ON,tissue,2002/0476,not collected,not collected,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR6467890,WGS,SAMN08321035,OLANDR'S SHARED SUBMISSIONS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3557809,PacBio RS II,SINGLE,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,PACBIO_SMRT,2018-03-07T00:00:00Z,2006-0077,SRP129014,PRJNA428763,6310,677356709,462709402,MBWGS091_Pb,elk,2006,Pathogen.cl,,Canada,North America,Canada:ON,tissue,2006/0077,not collected,not collected,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR6467891,WGS,SAMN08321035,OLANDR'S SHARED SUBMISSIONS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3557808,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-03-07T00:00:00Z,2006-0077,SRP129014,PRJNA428763,200,1310310000,627465204,MBWGS091_Il,elk,2006,Pathogen.cl,,Canada,North America,Canada:ON,tissue,2006/0077,not collected,not collected,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR6467892,WGS,SAMN08321029,OLANDR'S SHARED SUBMISSIONS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3557807,PacBio RS II,SINGLE,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,PACBIO_SMRT,2018-03-07T00:00:00Z,2008-0665,SRP129014,PRJNA428763,2414,373779144,259067996,MBWGS007_Pb,Bos taurus,2008,Pathogen.cl,,Canada,North America,Canada:MB,tissue,2008/0665,not collected,not collected,Bovine tuberculosis,,,,,,,,,,,,,,,
SRR6467893,WGS,SAMN08321029,OLANDR'S SHARED SUBMISSIONS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3557806,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-03-07T00:00:00Z,2008-0665,SRP129014,PRJNA428763,200,4202050200,1783507495,MBWGS007_Il,Bos taurus,2008,Pathogen.cl,,Canada,North America,Canada:MB,tissue,2008/0665,not collected,not collected,Bovine tuberculosis,,,,,,,,,,,,,,,
ERR2747595,WGS,SAMEA104093377,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760649,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093377,ERP021867,PRJEB19799,250,84569500,35676871,DN483689J:A1,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757270,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747596,WGS,SAMEA104093378,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760650,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093378,ERP021867,PRJEB19799,250,95411750,37226706,DN483689J:B1,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757271,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747597,WGS,SAMEA104093379,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760651,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093379,ERP021867,PRJEB19799,250,129647000,43896738,DN483689J:C1,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757272,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747598,WGS,SAMEA104093380,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760652,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093380,ERP021867,PRJEB19799,250,631625000,160356699,DN483689J:D1,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757273,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747599,WGS,SAMEA104093381,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760653,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093381,ERP021867,PRJEB19799,250,80469500,27126775,DN483689J:E1,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757274,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747600,WGS,SAMEA104093398,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760654,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093398,ERP021867,PRJEB19799,250,68773750,24346519,DN483689J:F1,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757291,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
