Run,BioProject,geo_loc_name_country,Center Name,Instrument,LibraryLayout,ReleaseDate,SRA Study,Bytes,Bases,Collection_Date
SRR11418314,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,305386567.0,444294215.0,2009
SRR11418315,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,278445157.0,403515693.0,2008
SRR11418316,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,287310592.0,412453547.0,2008
SRR11418317,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,263951829.0,379569211.0,2009
SRR11418318,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,272979487.0,390639501.0,2009
SRR11418319,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,295304692.0,421203693.0,2008
SRR11418320,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,382098990.0,609376014.0,2014
SRR11418321,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,274819424.0,389188609.0,2015
SRR11418322,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,230626909.0,323892512.0,2016
SRR11418323,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,326087503.0,459628135.0,2014
SRR11418324,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,295251080.0,417767740.0,2014
SRR11418325,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,309512810.0,429715633.0,2012
SRR11418326,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,185124305.0,259839536.0,2013
SRR11418327,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,196547498.0,283581127.0,2008
SRR11418328,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,302662541.0,456252996.0,2011
SRR11418329,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,321525910.0,476898376.0,2011
SRR11418330,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,283524667.0,418649173.0,2011
SRR11418331,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,313924612.0,485400275.0,2011
SRR11418332,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,299302478.0,413467335.0,2010
SRR11418333,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,231113606.0,320920644.0,2011
SRR11418334,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,334774277.0,462204101.0,2010
SRR11418335,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,302952660.0,416366690.0,2010
SRR11418336,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,182207174.0,250764043.0,2009
SRR11418337,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,265929499.0,392393787.0,2009
SRR11418338,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,305733239.0,438787962.0,2009
SRR11418339,PRJNA384785,Spain,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-03-25T00:00:00Z,SRP105419,242069736.0,349459204.0,2009
SRR11462860,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,249370798.0,385493807.0,Not Collected
SRR11462861,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,246080086.0,383171301.0,Not Collected
SRR11462862,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,254308146.0,397472700.0,Not Collected
SRR11462863,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,226671733.0,348296927.0,Not Collected
SRR11462864,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,256155097.0,398404950.0,Not Collected
SRR11462865,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,259260939.0,391929140.0,Not Collected
SRR11462866,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,253401057.0,392135047.0,Not Collected
SRR11462867,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,288123462.0,442556634.0,Not Collected
SRR11462868,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,123261093.0,172337854.0,Not Collected
SRR11462869,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,264796241.0,411489129.0,Not Collected
SRR11462870,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,282405944.0,415631425.0,Not Collected
SRR11462871,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,270985223.0,401315417.0,Not Collected
SRR11462872,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,272499937.0,404434500.0,Not Collected
SRR11462873,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,321878264.0,489417733.0,Not Collected
SRR11462874,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,298412254.0,445257376.0,Not Collected
SRR11462875,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,265689548.0,390440380.0,Not Collected
SRR11462876,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,299696844.0,445951385.0,Not Collected
SRR11462877,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,295466847.0,449683928.0,Not Collected
SRR11462878,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,207129564.0,309045558.0,Not Collected
SRR11462879,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,320126706.0,481015243.0,Not Collected
SRR11462880,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,217097949.0,310402983.0,Not Collected
SRR11462881,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,223204727.0,326868462.0,Not Collected
SRR11462882,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,260100157.0,379361591.0,Not Collected
SRR11462883,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,259597754.0,380495966.0,Not Collected
SRR11462884,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,224746439.0,329262417.0,Not Collected
SRR11462885,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,277456947.0,394280242.0,Not Collected
SRR11462886,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,284695387.0,405927820.0,Not Collected
SRR11462887,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,257253813.0,363682537.0,Not Collected
SRR11462888,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,265849789.0,378115585.0,Not Collected
SRR11462889,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,228479432.0,352925003.0,Not Collected
SRR11462890,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,515039943.0,791824136.0,Not Collected
SRR11462891,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,309862233.0,445865011.0,Not Collected
SRR11462892,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,229494497.0,325742977.0,Not Collected
SRR11462893,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,172865639.0,235573970.0,Not Collected
SRR11462894,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,290200579.0,407932934.0,Not Collected
SRR11462895,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,267343287.0,380154038.0,Not Collected
SRR11462896,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,283908747.0,402857486.0,Not Collected
SRR11462897,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,258909261.0,370985915.0,Not Collected
SRR11462898,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,227952797.0,321476936.0,Not Collected
SRR11462899,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,291783443.0,416216310.0,Not Collected
SRR11462900,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,237098809.0,337691258.0,Not Collected
SRR11462901,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,501488680.0,761684076.0,Not Collected
SRR11462902,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,269253061.0,384475969.0,Not Collected
SRR11462903,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,332094115.0,484100386.0,Not Collected
SRR11462904,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,242904217.0,342896421.0,Not Collected
SRR11462905,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,213480552.0,302283097.0,Not Collected
SRR11462906,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,242790769.0,341380227.0,Not Collected
SRR11462907,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,227561721.0,312223493.0,Not Collected
SRR11462908,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,251679181.0,353744802.0,Not Collected
SRR11462909,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,214728917.0,324933812.0,Not Collected
SRR11462910,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,291492647.0,454764120.0,Not Collected
SRR11462911,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,260031287.0,395565519.0,Not Collected
SRR11462912,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,471708638.0,718760910.0,Not Collected
SRR11462913,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,214261151.0,331877908.0,Not Collected
SRR11462914,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,198262834.0,304473759.0,Not Collected
SRR11462915,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,256288994.0,387845535.0,Not Collected
SRR11462916,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,202258410.0,312842439.0,Not Collected
SRR11462917,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,252536886.0,373548764.0,Not Collected
SRR11462918,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,192423334.0,288064681.0,Not Collected
SRR11462919,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,234694185.0,348169907.0,Not Collected
SRR11462920,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,189101885.0,289874586.0,Not Collected
SRR11462921,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,218855612.0,330244539.0,Not Collected
SRR11462922,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,242232673.0,380573383.0,Not Collected
SRR11462923,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,463191511.0,698052065.0,Not Collected
SRR11462924,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,240662560.0,358261381.0,Not Collected
SRR11462925,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,257802338.0,396714841.0,Not Collected
SRR11462926,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,172554976.0,264341242.0,Not Collected
SRR11462927,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,208595740.0,323682551.0,Not Collected
SRR11462928,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,185302046.0,284714904.0,Not Collected
SRR11462929,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,184627875.0,275764236.0,Not Collected
SRR11462930,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,177659080.0,268238363.0,Not Collected
SRR11462931,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,285619724.0,407238446.0,Not Collected
SRR11462932,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,155982141.0,218767438.0,Not Collected
SRR11462933,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,611700971.0,918974282.0,Not Collected
SRR11462934,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,116115625.0,164002936.0,Not Collected
SRR11462935,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,538097515.0,826322943.0,Not Collected
SRR11462936,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,443919395.0,685183718.0,Not Collected
SRR11462937,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,114426655.0,161437145.0,Not Collected
SRR11462938,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,202476411.0,285738838.0,Not Collected
SRR11462939,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,445401878.0,682877664.0,Not Collected
SRR11462940,PRJNA622511,Dominican Republic,USDA-NVSL-DBPL,Illumina MiSeq,PAIRED,2020-04-02T00:00:00Z,SRP254855,512639866.0,791471982.0,Not Collected
ERR4450925,PRJEB39667,,BPI - BIOTECNOLOGIA PESQUISA E INOVAçãO (BOTUCATU - SP),NextSeq 500,PAIRED,2020-08-13T00:00:00Z,ERP123212,147693432.0,367015993.0,
ERR4450926,PRJEB39667,,BPI - BIOTECNOLOGIA PESQUISA E INOVAçãO (BOTUCATU - SP),NextSeq 500,PAIRED,2020-08-13T00:00:00Z,ERP123212,108497545.0,269287676.0,
ERR4450927,PRJEB39667,,BPI - BIOTECNOLOGIA PESQUISA E INOVAçãO (BOTUCATU - SP),NextSeq 500,PAIRED,2020-08-13T00:00:00Z,ERP123212,104504449.0,261376169.0,
ERR4450929,PRJEB39667,,BPI - BIOTECNOLOGIA PESQUISA E INOVAçãO (BOTUCATU - SP),NextSeq 500,PAIRED,2020-08-13T00:00:00Z,ERP123212,90599666.0,227186775.0,
ERR4450930,PRJEB39667,,BPI - BIOTECNOLOGIA PESQUISA E INOVAçãO (BOTUCATU - SP),NextSeq 500,PAIRED,2020-08-13T00:00:00Z,ERP123212,85254824.0,212397086.0,
ERR4450934,PRJEB39667,,BPI - BIOTECNOLOGIA PESQUISA E INOVAçãO (BOTUCATU - SP),NextSeq 500,PAIRED,2020-08-13T00:00:00Z,ERP123212,89438426.0,224473700.0,
ERR4450937,PRJEB39667,,BPI - BIOTECNOLOGIA PESQUISA E INOVAçãO (BOTUCATU - SP),NextSeq 500,PAIRED,2020-08-13T00:00:00Z,ERP123212,99498807.0,248750784.0,
ERR4450954,PRJEB39667,,BPI - BIOTECNOLOGIA PESQUISA E INOVAçãO (BOTUCATU - SP),NextSeq 500,PAIRED,2020-08-13T00:00:00Z,ERP123212,109433254.0,271623678.0,
ERR4450960,PRJEB39667,,BPI - BIOTECNOLOGIA PESQUISA E INOVAçãO (BOTUCATU - SP),NextSeq 500,PAIRED,2020-08-13T00:00:00Z,ERP123212,98281022.0,243742890.0,
ERR4450962,PRJEB39667,,BPI - BIOTECNOLOGIA PESQUISA E INOVAçãO (BOTUCATU - SP),NextSeq 500,PAIRED,2020-08-13T00:00:00Z,ERP123212,100297588.0,249798813.0,
ERR4450973,PRJEB39667,,BPI - BIOTECNOLOGIA PESQUISA E INOVAçãO (BOTUCATU - SP),NextSeq 500,PAIRED,2020-08-13T00:00:00Z,ERP123212,101327328.0,249075427.0,
ERR4451181,PRJEB39667,,"OSWALDO CRUZ INSTITUTE, FIOCRUZ",Illumina HiSeq 2500,PAIRED,2020-08-13T00:00:00Z,ERP123212,228891352.0,505380303.0,
ERR4451182,PRJEB39667,,"OSWALDO CRUZ INSTITUTE, FIOCRUZ",Illumina HiSeq 2500,PAIRED,2020-08-13T00:00:00Z,ERP123212,234741644.0,519226038.0,
ERR4451188,PRJEB39667,,"OSWALDO CRUZ INSTITUTE, FIOCRUZ",Illumina HiSeq 2500,PAIRED,2020-08-13T00:00:00Z,ERP123212,212072922.0,466329551.0,
ERR4451189,PRJEB39667,,"OSWALDO CRUZ INSTITUTE, FIOCRUZ",Illumina HiSeq 2500,PAIRED,2020-08-13T00:00:00Z,ERP123212,222130149.0,488303797.0,
ERR4451192,PRJEB39667,,"OSWALDO CRUZ INSTITUTE, FIOCRUZ",Illumina HiSeq 2500,PAIRED,2020-08-13T00:00:00Z,ERP123212,152721097.0,337879718.0,
ERR4451195,PRJEB39667,,"OSWALDO CRUZ INSTITUTE, FIOCRUZ",Illumina HiSeq 2500,PAIRED,2020-08-13T00:00:00Z,ERP123212,280976689.0,619477137.0,
SRR13046668,PRJNA675550,Brazil,EMBRAPA BEEF CATTLE,Illumina HiSeq 2500,PAIRED,2020-11-19T00:00:00Z,SRP292368,213301968.0,457115078.0,2016-07-27
SRR13046669,PRJNA675550,Brazil,EMBRAPA BEEF CATTLE,Illumina HiSeq 2500,PAIRED,2020-11-19T00:00:00Z,SRP292368,174169425.0,367390669.0,2016-07-27
SRR13046670,PRJNA675550,Brazil,EMBRAPA BEEF CATTLE,Illumina HiSeq 2500,PAIRED,2020-11-19T00:00:00Z,SRP292368,238196029.0,503585016.0,2016-07-27
SRR13046671,PRJNA675550,Brazil,EMBRAPA BEEF CATTLE,Illumina HiSeq 2500,PAIRED,2020-11-19T00:00:00Z,SRP292368,223608173.0,476636488.0,2016-07-27
SRR13046672,PRJNA675550,Brazil,EMBRAPA BEEF CATTLE,Illumina HiSeq 2500,PAIRED,2020-11-19T00:00:00Z,SRP292368,183253400.0,388217082.0,2017-01-02
SRR13046673,PRJNA675550,Brazil,EMBRAPA BEEF CATTLE,Illumina HiSeq 2500,PAIRED,2020-11-19T00:00:00Z,SRP292368,280601729.0,599007951.0,2017-02-12
SRR13046674,PRJNA675550,Brazil,EMBRAPA BEEF CATTLE,Illumina HiSeq 2500,PAIRED,2020-11-19T00:00:00Z,SRP292368,292379777.0,634733142.0,2017-01-03
SRR13046675,PRJNA675550,Brazil,EMBRAPA BEEF CATTLE,Illumina HiSeq 2500,PAIRED,2020-11-19T00:00:00Z,SRP292368,46961832.0,101475631.0,2017-02-13
SRR13046676,PRJNA675550,Brazil,EMBRAPA BEEF CATTLE,Illumina HiSeq 2500,PAIRED,2020-11-19T00:00:00Z,SRP292368,209392379.0,450924859.0,2017-02-13
SRR13046677,PRJNA675550,Brazil,EMBRAPA BEEF CATTLE,Illumina HiSeq 2500,PAIRED,2020-11-19T00:00:00Z,SRP292368,302774843.0,650782074.0,2017-02-24
SRR13046678,PRJNA675550,Brazil,EMBRAPA BEEF CATTLE,Illumina HiSeq 2500,PAIRED,2020-11-19T00:00:00Z,SRP292368,222778120.0,478126436.0,2017-03-20
SRR13046679,PRJNA675550,Brazil,EMBRAPA BEEF CATTLE,Illumina HiSeq 2500,PAIRED,2020-11-19T00:00:00Z,SRP292368,239799101.0,517876737.0,2017-01-24
SRR13046680,PRJNA675550,Brazil,EMBRAPA BEEF CATTLE,Illumina HiSeq 2500,PAIRED,2020-11-19T00:00:00Z,SRP292368,230915081.0,496588538.0,2017-01-24
SRR13046681,PRJNA675550,Brazil,EMBRAPA BEEF CATTLE,Illumina HiSeq 2500,PAIRED,2020-11-19T00:00:00Z,SRP292368,279310031.0,600866763.0,2017-06-03
SRR13046682,PRJNA675550,Brazil,EMBRAPA BEEF CATTLE,Illumina HiSeq 2500,PAIRED,2020-11-19T00:00:00Z,SRP292368,220492312.0,470623250.0,2017-06-03
SRR13046683,PRJNA675550,Brazil,EMBRAPA BEEF CATTLE,Illumina HiSeq 2500,PAIRED,2020-11-19T00:00:00Z,SRP292368,291466350.0,634332976.0,2016-07-27
SRR13046684,PRJNA675550,Brazil,EMBRAPA BEEF CATTLE,Illumina HiSeq 2500,PAIRED,2020-11-19T00:00:00Z,SRP292368,286214652.0,616405171.0,2016-07-27
SRR13046685,PRJNA675550,Brazil,EMBRAPA BEEF CATTLE,Illumina HiSeq 2500,PAIRED,2020-11-19T00:00:00Z,SRP292368,300294035.0,646001171.0,2016-07-26
SRR13046686,PRJNA675550,Brazil,EMBRAPA BEEF CATTLE,Illumina HiSeq 2500,PAIRED,2020-11-19T00:00:00Z,SRP292368,207102142.0,443859177.0,2016-07-26
SRR13046687,PRJNA675550,Brazil,EMBRAPA BEEF CATTLE,Illumina HiSeq 2500,PAIRED,2020-11-19T00:00:00Z,SRP292368,380622764.0,820558079.0,2016-07-27
SRR13046688,PRJNA675550,Brazil,EMBRAPA BEEF CATTLE,Illumina HiSeq 2500,PAIRED,2020-11-19T00:00:00Z,SRP292368,24872064.0,53330641.0,2017-10-02
SRR13046689,PRJNA675550,Brazil,EMBRAPA BEEF CATTLE,Illumina HiSeq 2500,PAIRED,2020-11-19T00:00:00Z,SRP292368,243735798.0,524542103.0,2017-01-04
SRR12511761,PRJNA659096,Brazil,UNIVERSITY OF SAO PAULO,NextSeq 550,PAIRED,2020-08-24T00:00:00Z,SRP278689,191625866.0,484538295.0,2003
SRR3085259,PRJNA306588,Tunisia,SAN RAFFAELE INSTITUTE,Illumina HiSeq 2500,PAIRED,2017-01-08T00:00:00Z,SRP068011,289766739.0,424164650.0,2011
ERR841787,PRJEB9025,United Kingdom,GLASGOW POLYOMICS,Illumina Genome Analyzer IIx,PAIRED,2015-12-02T00:00:00Z,ERP010079,111883290.0,166762806.0,
ERR841788,PRJEB9025,United Kingdom,GLASGOW POLYOMICS,Illumina Genome Analyzer IIx,PAIRED,2015-12-02T00:00:00Z,ERP010079,153815394.0,230443334.0,
